date,twoPM,fourPM,ninePM
"'Feb 06, 2020'",'410','506','368'
"'Feb 07, 2020'",'394','627','965'
"'Feb 08, 2020'",'876','856','015'
"'Feb 09, 2020'",'770','338','028'
"'Feb 10, 2020'",'459','261','162'
"'Feb 11, 2020'",'897','764','212'
"'Feb 12, 2020'",'229','486','211'
"'Feb 13, 2020'",'037','027','373'
"'Feb 14, 2020'",'731','704','952'
"'Feb 15, 2020'",'080','998','206'
"'Feb 16, 2020'",'167','827','058'
"'Feb 17, 2020'",'725','419','840'
"'Feb 18, 2020'",'292','407','227'
"'Feb 19, 2020'",'904','827','886'
"'Feb 20, 2020'",'602','439','741'
"'Feb 21, 2020'",'864','175','002'
"'Feb 22, 2020'",'906','957','308'
"'Feb 23, 2020'",'422','937','177'
"'Feb 24, 2020'",'665','128','310'
"'Feb 25, 2020'",'717','157','854'
"'Feb 26, 2020'",'163','701','230'
"'Feb 27, 2020'",'525','640','484'
"'Feb 28, 2020'",'628','581','426'
"'Feb 29, 2020'",'489','134','824'
"'Mar 01, 2020'",'565','151','708'
"'Mar 02, 2020'",'059','208','310'
"'Mar 03, 2020'",'440','109','795'
"'Mar 04, 2020'",'464','197','886'
"'Mar 05, 2020'",'513','274','221'
"'Mar 06, 2020'",'215','427','966'
"'Mar 07, 2020'",'992','733','800'
"'Mar 08, 2020'",'503','990','105'
"'Mar 09, 2020'",'731','508','999'
"'Mar 10, 2020'",'542','917','171'
"'Mar 11, 2020'",'565','896','764'
"'Mar 12, 2020'",'178','806','439'
"'Mar 13, 2020'",'797','144','759'
"'Mar 14, 2020'",'527','066','004'
"'Mar 15, 2020'",'725','961','358'
"'Mar 16, 2020'",'687','631','581'
"'Mar 17, 2020'",'670','946','403'
"'Mar 18, 2020'",'406','266','148'
"'Mar 19, 2020'",'404','ND','ND'
"'Aug 24, 2020'",'206','690','974'
"'Aug 25, 2020'",'900','076','348'
"'Aug 26, 2020'",'353','009','304'
"'Aug 27, 2020'",'682','644','754'
"'Aug 28, 2020'",'236','010','776'
"'Aug 29, 2020'",'162','363','683'
"'Aug 30, 2020'",'118','116','880'
"'Aug 31, 2020'",'099','457','389'
"'Sep 01, 2020'",'311','825','955'
"'Sep 02, 2020'",'937','843','601'
"'Sep 03, 2020'",'354','527','525'
"'Sep 04, 2020'",'359','870','051'
"'Sep 05, 2020'",'017','717','694'
"'Sep 06, 2020'",'306','839','784'
"'Sep 07, 2020'",'492','725','902'
"'Sep 08, 2020'",'515','387','173'
"'Sep 09, 2020'",'102','010','563'
"'Sep 10, 2020'",'522','440','184'
"'Sep 11, 2020'",'421','053','992'
"'Sep 12, 2020'",'814','691','285'
"'Sep 13, 2020'",'101','282','331'
"'Sep 14, 2020'",'346','241','638'
"'Sep 15, 2020'",'749','363','522'
"'Sep 16, 2020'",'039','891','151'
"'Sep 17, 2020'",'579','017','558'
"'Sep 18, 2020'",'666','636','504'
"'Sep 19, 2020'",'737','742','176'
"'Sep 20, 2020'",'093','411','171'
"'Sep 21, 2020'",'273','526','562'
"'Sep 22, 2020'",'096','300','218'
"'Sep 23, 2020'",'295','831','031'
"'Sep 24, 2020'",'984','537','634'
"'Sep 25, 2020'",'649','997','245'
"'Sep 26, 2020'",'478','129','901'
"'Sep 27, 2020'",'448','423','732'
"'Sep 28, 2020'",'988','417','290'
"'Sep 29, 2020'",'114','690','279'
"'Sep 30, 2020'",'475','401','029'
"'Oct 01, 2020'",'355','362','559'
"'Oct 02, 2020'",'200','278','081'
"'Oct 03, 2020'",'764','038','349'
"'Oct 04, 2020'",'000','853','397'
"'Oct 05, 2020'",'212','707','971'
"'Oct 06, 2020'",'800','355','962'
"'Oct 07, 2020'",'599','038','535'
"'Oct 08, 2020'",'239','964','650'
"'Oct 09, 2020'",'590','464','531'
"'Oct 10, 2020'",'865','697','961'
"'Oct 11, 2020'",'864','731','851'
"'Oct 12, 2020'",'590','793','128'
"'Oct 13, 2020'",'918','517','726'
"'Oct 14, 2020'",'800','480','722'
"'Oct 15, 2020'",'249','399','863'
"'Oct 16, 2020'",'918','485','326'
"'Oct 17, 2020'",'982','682','437'
"'Oct 18, 2020'",'057','527','625'
"'Oct 19, 2020'",'709','615','599'
"'Oct 20, 2020'",'939','152','923'
"'Oct 21, 2020'",'868','039','204'
"'Oct 22, 2020'",'818','829','445'
"'Oct 23, 2020'",'516','939','270'
"'Oct 24, 2020'",'023','970','343'
"'Oct 25, 2020'",'596','228','833'
"'Oct 26, 2020'",'896','559','305'
"'Oct 27, 2020'",'357','299','590'
"'Oct 28, 2020'",'527','002','592'
"'Oct 29, 2020'",'664','163','835'
"'Oct 30, 2020'",'587','335','362'
"'Oct 31, 2020'",'708','534','659'
"'Nov 01, 2020'",'901','113','712'
"'Nov 02, 2020'",'083','151','298'
"'Nov 03, 2020'",'048','719','697'
"'Nov 04, 2020'",'671','350','679'
"'Nov 05, 2020'",'155','749','803'
"'Nov 06, 2020'",'982','981','895'
"'Nov 07, 2020'",'490','163','911'
"'Nov 08, 2020'",'829','663','545'
"'Nov 09, 2020'",'385','901','810'
"'Nov 10, 2020'",'191','448','191'
"'Nov 11, 2020'",'179','666','220'
"'Nov 12, 2020'",'385','911','276'
"'Nov 13, 2020'",'162','812','398'
"'Nov 14, 2020'",'468','486','527'
"'Nov 15, 2020'",'942','583','027'
"'Nov 16, 2020'",'176','559','129'
"'Nov 17, 2020'",'844','726','451'
"'Nov 18, 2020'",'248','168','354'
"'Nov 19, 2020'",'558','056','474'
"'Nov 20, 2020'",'701','309','814'
"'Nov 21, 2020'",'114','367','427'
"'Nov 22, 2020'",'024','453','817'
"'Nov 23, 2020'",'477','927','990'
"'Nov 24, 2020'",'877','439','771'
"'Nov 25, 2020'",'039','748','852'
"'Nov 26, 2020'",'263','205','943'
"'Nov 27, 2020'",'242','376','877'
"'Nov 28, 2020'",'118','801','791'
"'Nov 29, 2020'",'369','221','395'
"'Nov 30, 2020'",'107','731','316'
"'Dec 01, 2020'",'991','648','729'
"'Dec 02, 2020'",'733','471','132'
"'Dec 03, 2020'",'019','215','620'
"'Dec 04, 2020'",'265','183','793'
"'Dec 05, 2020'",'905','311','365'
"'Dec 06, 2020'",'389','685','576'
"'Dec 07, 2020'",'991','355','919'
"'Dec 08, 2020'",'540','695','003'
"'Dec 09, 2020'",'665','241','680'
"'Dec 10, 2020'",'324','066','189'
"'Dec 11, 2020'",'339','476','903'
"'Dec 12, 2020'",'279','949','057'
"'Dec 13, 2020'",'226','826','211'
"'Dec 14, 2020'",'951','102','391'
"'Dec 15, 2020'",'137','017','655'
"'Dec 16, 2020'",'511','358','468'
"'Dec 17, 2020'",'049','069','494'
"'Dec 18, 2020'",'745','751','854'
"'Dec 19, 2020'",'636','651','348'
"'Dec 20, 2020'",'146','259','360'
"'Dec 21, 2020'",'853','743','236'
"'Dec 22, 2020'",'673','901','159'
"'Dec 23, 2020'",'418','443','003'
"'Dec 24, 2020'",'511','387','808'
"'Dec 25, 2020'",'N/D','N/D','N/D'
"'Dec 26, 2020'",'283','258','086'
"'Dec 27, 2020'",'915','750','761'
"'Dec 28, 2020'",'639','247','792'
"'Dec 29, 2020'",'328','493','131'
"'Dec 30, 2020'",'332','218','700'
"'Dec 31, 2020'",'036','438','463'
"'Jan 01, 2021'",'N/D','N/D','N/D'
"'Jan 02, 2021'",'103','313','013'
"'Jan 03, 2021'",'744','060','909'
"'Jan 04, 2021'",'301','146','589'
"'Jan 05, 2021'",'011','012','852'
"'Jan 06, 2021'",'050','783','941'
"'Jan 07, 2021'",'294','114','020'
"'Jan 08, 2021'",'930','925','113'
"'Jan 09, 2021'",'039','904','733'
"'Jan 10, 2021'",'157','267','824'
"'Jan 11, 2021'",'309','152','668'
"'Jan 12, 2021'",'750','445','101'
"'Jan 13, 2021'",'806','275','508'
"'Jan 14, 2021'",'255','986','932'
"'Jan 15, 2021'",'156','366','498'
"'Jan 16, 2021'",'730','739','563'
"'Jan 17, 2021'",'622','027','226'
"'Jan 18, 2021'",'219','511','767'
"'Jan 19, 2021'",'208','045','913'
"'Jan 20, 2021'",'680','012','956'
"'Jan 21, 2021'",'393','940','109'
"'Jan 22, 2021'",'644','854','810'
"'Jan 23, 2021'",'598','143','513'
"'Jan 24, 2021'",'394','556','719'
"'Jan 25, 2021'",'757','517','093'
"'Jan 26, 2021'",'457','087','266'
"'Jan 27, 2021'",'469','679','180'
"'Jan 28, 2021'",'005','957','093'
"'Jan 29, 2021'",'882','452','092'
"'Jan 30, 2021'",'066','401','063'
"'Jan 31, 2021'",'730','135','971'
"'Feb 01, 2021'",'446','142','540'
"'Feb 02, 2021'",'363','491','780'
"'Feb 03, 2021'",'674','867','048'
"'Feb 04, 2021'",'390','096','295'
"'Feb 05, 2021'",'778','397','977'
"'Feb 06, 2021'",'975','027','854'
"'Feb 07, 2021'",'744','633','599'
"'Feb 08, 2021'",'454','088','601'
"'Feb 09, 2021'",'907','189','772'
"'Feb 10, 2021'",'201','740','109'
"'Feb 11, 2021'",'120','198','605'
"'Feb 12, 2021'",'486','756','887'
"'Feb 13, 2021'",'816','253','933'
"'Feb 14, 2021'",'842','773','597'
"'Feb 15, 2021'",'241','166','324'
"'Feb 16, 2021'",'820','588','107'
"'Feb 17, 2021'",'885','588','800'
"'Feb 18, 2021'",'049','685','251'
"'Feb 19, 2021'",'563','308','446'
"'Feb 20, 2021'",'246','928','937'
"'Feb 21, 2021'",'323','660','532'
"'Feb 22, 2021'",'360','648','842'
"'Feb 23, 2021'",'414','863','706'
"'Feb 24, 2021'",'117','834','373'
"'Feb 25, 2021'",'494','144','644'
"'Feb 26, 2021'",'904','918','322'
"'Feb 27, 2021'",'977','047','807'
"'Feb 28, 2021'",'679','828','780'
"'Mar 01, 2021'",'293','360','107'
"'Mar 02, 2021'",'253','995','113'
"'Mar 03, 2021'",'850','695','310'
"'Mar 04, 2021'",'367','621','813'
"'Mar 05, 2021'",'235','457','089'
"'Mar 06, 2021'",'807','259','079'
"'Mar 07, 2021'",'008','045','197'
"'Mar 08, 2021'",'342','251','681'
"'Mar 09, 2021'",'124','918','363'
"'Mar 10, 2021'",'854','930','607'
"'Mar 11, 2021'",'920','962','811'
"'Mar 12, 2021'",'085','659','996'
"'Mar 13, 2021'",'676','496','442'
"'Mar 14, 2021'",'487','095','126'
"'Mar 15, 2021'",'356','462','950'
"'Mar 16, 2021'",'261','196','274'
"'Mar 17, 2021'",'339','693','584'
"'Mar 18, 2021'",'657','336','952'
"'Mar 19, 2021'",'683','606','530'
"'Mar 20, 2021'",'044','377','631'
"'Mar 21, 2021'",'438','782','790'
"'Mar 22, 2021'",'689','561','134'
"'Mar 23, 2021'",'340','404','560'
"'Mar 24, 2021'",'438','453','370'
"'Mar 25, 2021'",'968','406','461'
"'Mar 26, 2021'",'245','200','913'
"'Mar 27, 2021'",'321','463','788'
"'Mar 28, 2021'",'338','727','094'
"'Mar 29, 2021'",'915','934','994'
"'Mar 30, 2021'",'797','412','939'
"'Mar 31, 2021'",'998','231','886'
"'Apr 01, 2021'",'N/D','N/D','N/D'
"'Apr 02, 2021'",'N/D','N/D','N/D'
"'Apr 03, 2021'",'N/D','N/D','N/D'
"'Apr 04, 2021'",'N/D','N/D','N/D'
"'Apr 05, 2021'",'778','847','323'
"'Apr 06, 2021'",'335','772','650'
"'Apr 07, 2021'",'405','197','155'
"'Apr 08, 2021'",'693','787','816'
"'Apr 09, 2021'",'407','498','198'
"'Apr 10, 2021'",'768','550','168'
"'Apr 11, 2021'",'065','555','340'
"'Apr 12, 2021'",'959','729','368'
"'Apr 13, 2021'",'248','764','471'
"'Apr 14, 2021'",'727','081','392'
"'Apr 15, 2021'",'389','818','546'
"'Apr 16, 2021'",'217','608','097'
"'Apr 17, 2021'",'190','944','116'
"'Apr 18, 2021'",'744','163','976'
"'Apr 19, 2021'",'478','899','408'
"'Apr 20, 2021'",'317','443','601'
"'Apr 21, 2021'",'060','318','145'
"'Apr 22, 2021'",'696','422','117'
"'Apr 23, 2021'",'557','839','863'
"'Apr 24, 2021'",'331','352','887'
"'Apr 25, 2021'",'276','703','050'
"'Apr 26, 2021'",'281','311','808'
"'Apr 27, 2021'",'863','009','255'
"'Apr 28, 2021'",'827','144','001'
"'Apr 29, 2021'",'215','705','926'
"'Apr 30, 2021'",'314','125','378'
"'May 01, 2021'",'788','844','403'
"'May 02, 2021'",'419','863','052'
"'May 03, 2021'",'260','992','259'
"'May 04, 2021'",'444','971','308'
"'May 05, 2021'",'762','493','789'
"'May 06, 2021'",'103','062','417'
"'May 07, 2021'",'762','035','635'
"'May 08, 2021'",'346','807','148'
"'May 09, 2021'",'087','323','380'
"'May 10, 2021'",'809','925','373'
"'May 11, 2021'",'377','563','536'
"'May 12, 2021'",'264','282','881'
"'May 13, 2021'",'703','293','236'
"'May 14, 2021'",'235','048','066'
"'May 15, 2021'",'901','733','637'
"'May 16, 2021'",'266','434','116'
"'May 17, 2021'",'380','820','244'
"'May 18, 2021'",'786','404','374'
"'May 19, 2021'",'197','385','592'
"'May 20, 2021'",'696','728','564'
"'May 21, 2021'",'165','622','209'
"'May 22, 2021'",'248','949','054'
"'May 23, 2021'",'149','567','179'
"'May 24, 2021'",'147','638','153'
"'May 25, 2021'",'669','666','198'
"'May 26, 2021'",'357','497','714'
"'May 27, 2021'",'806','990','142'
"'May 28, 2021'",'378','827','305'
"'May 29, 2021'",'933','058','067'
"'May 30, 2021'",'593','591','325'
"'May 31, 2021'",'513','286','588'
"'Jun 01, 2021'",'362','011','778'
"'Jun 02, 2021'",'712','985','425'
"'Jun 03, 2021'",'128','144','840'
"'Jun 04, 2021'",'883','199','845'
"'Jun 05, 2021'",'992','346','055'
"'Jun 06, 2021'",'793','816','637'
"'Jun 07, 2021'",'231','551','754'
"'Jun 08, 2021'",'794','249','430'
"'Jun 09, 2021'",'143','903','868'
"'Jun 10, 2021'",'003','223','466'
"'Jun 11, 2021'",'144','375','182'
"'Jun 12, 2021'",'793','699','477'
"'Jun 13, 2021'",'209','077','761'
"'Jun 14, 2021'",'395','654','752'
"'Jun 15, 2021'",'778','049','823'
"'Jun 16, 2021'",'425','903','058'
"'Jun 17, 2021'",'211','082','750'
"'Jun 18, 2021'",'617','800','776'
"'Jun 19, 2021'",'324','381','108'
"'Jun 20, 2021'",'501','647','439'
"'Jun 21, 2021'",'867','255','296'
"'Jun 22, 2021'",'600','815','193'
"'Jun 23, 2021'",'863','636','258'
"'Jun 24, 2021'",'326','046','387'
"'Jun 25, 2021'",'921','637','172'
"'Jun 26, 2021'",'466','120','373'
"'Jun 27, 2021'",'788','892','469'
"'Jun 28, 2021'",'009','444','409'
"'Jun 29, 2021'",'575','647','895'
"'Jun 30, 2021'",'602','472','664'
"'Jul 01, 2021'",'167','718','648'
"'Jul 02, 2021'",'117','325','417'
"'Jul 03, 2021'",'278','500','474'
"'Jul 04, 2021'",'884','973','967'
"'Jul 05, 2021'",'609','755','572'
"'Jul 06, 2021'",'821','068','807'
"'Jul 07, 2021'",'003','870','491'
"'Jul 08, 2021'",'289','636','285'
"'Jul 09, 2021'",'430','939','464'
"'Jul 10, 2021'",'237','155','491'
"'Jul 11, 2021'",'669','861','245'
"'Jul 12, 2021'",'456','750','792'
"'Jul 13, 2021'",'785','343','729'
"'Jul 14, 2021'",'487','517','942'
"'Jul 15, 2021'",'306','628','951'
"'Jul 16, 2021'",'662','456','144'
"'Jul 17, 2021'",'436','369','211'
"'Jul 18, 2021'",'808','361','949'
"'Jul 19, 2021'",'722','507','807'
"'Jul 20, 2021'",'912','738','972'
"'Jul 21, 2021'",'879','065','801'
"'Jul 22, 2021'",'409','836','223'
"'Jul 23, 2021'",'758','481','830'
"'Jul 24, 2021'",'488','551','629'
"'Jul 25, 2021'",'901','010','295'
"'Jul 26, 2021'",'651','236','952'
"'Jul 27, 2021'",'248','760','117'
"'Jul 28, 2021'",'128','138','855'
"'Jul 29, 2021'",'648','797','611'
"'Jul 30, 2021'",'156','057','015'
"'Jul 31, 2021'",'433','721','112'
"'Aug 01, 2021'",'116','515','346'
"'Aug 02, 2021'",'703','378','152'
"'Aug 03, 2021'",'314','644','033'
"'Aug 04, 2021'",'914','337','055'
"'Aug 05, 2021'",'131','836','431'
"'Aug 06, 2021'",'068','032','040'
"'Aug 07, 2021'",'418','035','707'
"'Aug 08, 2021'",'438','872','531'
"'Aug 09, 2021'",'950','025','712'
"'Aug 10, 2021'",'240','749','051'
"'Aug 11, 2021'",'862','246','075'
"'Aug 12, 2021'",'194','119','302'
"'Aug 13, 2021'",'294','291','382'
"'Aug 14, 2021'",'531','609','364'
"'Aug 15, 2021'",'021','094','383'
"'Aug 16, 2021'",'879','599','824'
"'Aug 17, 2021'",'606','611','360'
"'Aug 18, 2021'",'696','239','391'
"'Aug 19, 2021'",'636','054','108'
"'Aug 20, 2021'",'386','715','388'
"'Aug 21, 2021'",'612','908','275'
"'Aug 22, 2021'",'633','571','377'
"'Aug 23, 2021'",'608','948','511'
"'Aug 24, 2021'",'496','544','955'
"'Aug 25, 2021'",'484','693','707'
"'Aug 26, 2021'",'125','735','479'
"'Aug 27, 2021'",'474','222','567'
"'Aug 28, 2021'",'868','251','222'
"'Aug 29, 2021'",'821','072','146'
"'Aug 30, 2021'",'615','446','295'
"'Aug 31, 2021'",'675','530','545'
"'Sep 01, 2021'",'256','484','948'
"'Sep 02, 2021'",'369','999','847'
"'Sep 03, 2021'",'752','134','229'
"'Sep 04, 2021'",'431','415','264'
"'Sep 05, 2021'",'016','179','795'
"'Sep 06, 2021'",'700','075','362'
"'Sep 07, 2021'",'161','718','624'
"'Sep 08, 2021'",'938','295','032'
"'Sep 09, 2021'",'902','267','875'
"'Sep 10, 2021'",'121','604','553'
"'Sep 11, 2021'",'510','200','203'
"'Sep 12, 2021'",'843','799','869'
"'Sep 13, 2021'",'618','556','016'
"'Sep 14, 2021'",'272','589','244'
"'Sep 15, 2021'",'428','977','093'
"'Sep 16, 2021'",'166','769','685'
"'Sep 17, 2021'",'128','494','509'
"'Sep 18, 2021'",'364','177','092'
"'Sep 19, 2021'",'143','179','909'
"'Sep 20, 2021'",'606','883','461'
"'Sep 21, 2021'",'318','533','369'
"'Sep 22, 2021'",'509','271','800'
"'Sep 23, 2021'",'603','115','149'
"'Sep 24, 2021'",'371','395','741'
"'Sep 25, 2021'",'608','265','929'
"'Sep 26, 2021'",'069','284','597'
"'Sep 27, 2021'",'781','384','733'
"'Sep 28, 2021'",'601','282','924'
"'Sep 29, 2021'",'773','933','138'
"'Sep 30, 2021'",'672','961','262'
"'Oct 01, 2021'",'118','954','340'
"'Oct 02, 2021'",'398','655','647'
"'Oct 03, 2021'",'729','519','062'
"'Oct 04, 2021'",'369','600','335'
"'Oct 05, 2021'",'938','161','359'
"'Oct 06, 2021'",'829','258','793'
"'Oct 07, 2021'",'922','248','165'
"'Oct 08, 2021'",'439','340','040'
"'Oct 09, 2021'",'416','332','789'
"'Oct 10, 2021'",'699','200','562'
"'Oct 11, 2021'",'291','707','426'
"'Oct 12, 2021'",'834','349','790'
"'Oct 13, 2021'",'521','604','095'
"'Oct 14, 2021'",'074','311','813'
"'Oct 15, 2021'",'164','484','885'
"'Oct 16, 2021'",'935','794','341'
"'Oct 17, 2021'",'030','531','414'
"'Oct 18, 2021'",'835','985','865'
"'Oct 19, 2021'",'484','523','787'
"'Oct 20, 2021'",'028','496','445'
"'Oct 21, 2021'",'794','423','623'
"'Oct 22, 2021'",'829','388','899'
"'Oct 23, 2021'",'516','784','958'
"'Oct 24, 2021'",'440','803','129'
"'Oct 25, 2021'",'206','810','102'
"'Oct 26, 2021'",'356','912','043'
"'Oct 27, 2021'",'735','081','066'
"'Oct 28, 2021'",'509','771','647'
"'Oct 29, 2021'",'849','230','067'
"'Oct 30, 2021'",'959','849','776'
"'Oct 31, 2021'",'018','647','803'
"'Nov 01, 2021'",'402','817','950'
"'Nov 02, 2021'",'971','849','934'
"'Nov 03, 2021'",'914','259','771'
"'Nov 04, 2021'",'901','399','734'
"'Nov 05, 2021'",'695','813','279'
"'Nov 06, 2021'",'337','960','277'
"'Nov 07, 2021'",'260','461','452'
"'Nov 08, 2021'",'527','677','143'
"'Nov 09, 2021'",'399','138','940'
"'Nov 10, 2021'",'190','939','423'
"'Nov 11, 2021'",'293','789','288'
"'Nov 12, 2021'",'162','901','666'
"'Nov 13, 2021'",'061','678','625'
"'Nov 14, 2021'",'058','617','554'
"'Nov 15, 2021'",'391','910','317'
"'Nov 16, 2021'",'709','267','095'
"'Nov 17, 2021'",'117','343','050'
"'Nov 18, 2021'",'966','657','771'
"'Nov 19, 2021'",'300','882','346'
"'Nov 20, 2021'",'438','229','969'
"'Nov 21, 2021'",'729','600','898'
"'Nov 22, 2021'",'634','817','450'
"'Nov 23, 2021'",'880','750','698'
"'Nov 24, 2021'",'889','093','397'
"'Nov 25, 2021'",'705','553','285'
"'Nov 26, 2021'",'650','345','922'
"'Nov 27, 2021'",'198','647','068'
"'Nov 28, 2021'",'282','295','169'
"'Nov 29, 2021'",'129','730','374'
"'Nov 30, 2021'",'957','840','742'
"'Dec 01, 2021'",'382','113','387'
"'Dec 02, 2021'",'830','119','936'
"'Dec 03, 2021'",'590','081','141'
"'Dec 04, 2021'",'188','233','187'
"'Dec 05, 2021'",'537','662','266'
"'Dec 06, 2021'",'011','712','151'
"'Dec 07, 2021'",'630','025','377'
"'Dec 08, 2021'",'633','159','663'
"'Dec 09, 2021'",'217','943','613'
"'Dec 10, 2021'",'135','538','583'
"'Dec 11, 2021'",'417','414','147'
"'Dec 12, 2021'",'864','180','413'
"'Dec 13, 2021'",'722','884','945'
"'Dec 14, 2021'",'381','301','626'
"'Dec 15, 2021'",'714','907','342'
"'Dec 16, 2021'",'333','448','678'
"'Dec 17, 2021'",'678','430','162'
"'Dec 18, 2021'",'290','070','251'
"'Dec 19, 2021'",'259','744','716'
"'Dec 20, 2021'",'218','306','317'
"'Dec 21, 2021'",'825','859','109'
"'Dec 22, 2021'",'445','902','288'
"'Dec 23, 2021'",'675','906','180'
"'Dec 24, 2021'",'589','830','450'
"'Dec 25, 2021'",'N/D','N/D','N/D'
"'Dec 26, 2021'",'030','625','855'
"'Dec 27, 2021'",'512','308','552'
"'Dec 28, 2021'",'566','491','488'
"'Dec 29, 2021'",'169','394','519'
"'Dec 30, 2021'",'123','897','278'
"'Dec 31, 2021'",'303','570','516'
"'Jan 01, 2022'",'N/D','N/D','N/D'
"'Jan 02, 2022'",'222','351','186'
"'Jan 03, 2022'",'580','073','030'
"'Jan 04, 2022'",'028','223','864'
"'Jan 05, 2022'",'193','636','292'
"'Jan 06, 2022'",'544','310','964'
"'Jan 07, 2022'",'773','089','919'
"'Jan 08, 2022'",'587','391','868'
"'Jan 09, 2022'",'333','627','744'
"'Jan 10, 2022'",'228','040','432'
"'Jan 11, 2022'",'058','320','090'
"'Jan 12, 2022'",'503','095','145'
"'Jan 13, 2022'",'984','335','387'
"'Jan 14, 2022'",'025','151','843'
"'Jan 15, 2022'",'780','386','425'
"'Jan 16, 2022'",'863','362','867'
"'Jan 17, 2022'",'273','665','774'
"'Jan 18, 2022'",'374','399','221'
"'Jan 19, 2022'",'277','894','789'
"'Jan 20, 2022'",'641','774','051'
"'Jan 21, 2022'",'154','855','156'
"'Jan 22, 2022'",'176','423','253'
"'Jan 23, 2022'",'317','515','329'
"'Jan 24, 2022'",'342','602','361'
"'Jan 25, 2022'",'139','831','494'
"'Jan 26, 2022'",'747','154','693'
"'Jan 27, 2022'",'347','763','342'
"'Jan 28, 2022'",'953','237','895'
"'Jan 29, 2022'",'150','193','243'
"'Jan 30, 2022'",'728','129','324'
"'Jan 31, 2022'",'232','946','391'
"'Feb 01, 2022'",'559','950','847'
"'Feb 02, 2022'",'259','262','353'
"'Feb 03, 2022'",'444','806','588'
"'Feb 04, 2022'",'803','457','177'
"'Feb 05, 2022'",'998','145','230'
"'Feb 06, 2022'",'167','903','826'
"'Feb 07, 2022'",'700','045','116'
"'Feb 08, 2022'",'203','069','105'
"'Feb 09, 2022'",'389','561','737'
"'Feb 10, 2022'",'186','006','240'
"'Feb 11, 2022'",'996','836','827'
"'Feb 12, 2022'",'497','438','614'
"'Feb 13, 2022'",'387','693','794'
"'Feb 14, 2022'",'731','656','282'
"'Feb 15, 2022'",'583','366','805'
"'Feb 16, 2022'",'731','422','169'
"'Feb 17, 2022'",'229','277','281'
"'Feb 18, 2022'",'258','478','606'
"'Feb 19, 2022'",'462','208','246'
"'Feb 20, 2022'",'798','320','797'
"'Feb 21, 2022'",'553','253','664'
"'Feb 22, 2022'",'440','601','776'
"'Feb 23, 2022'",'761','542','939'
"'Feb 24, 2022'",'617','564','186'
"'Feb 25, 2022'",'797','658','427'
"'Feb 26, 2022'",'376','857','593'
"'Feb 27, 2022'",'319','727','567'
"'Feb 28, 2022'",'928','073','615'
"'Mar 01, 2022'",'957','911','489'
"'Mar 02, 2022'",'565','787','066'
"'Mar 03, 2022'",'828','367','514'
"'Mar 04, 2022'",'018','972','385'
"'Mar 05, 2022'",'398','316','742'
"'Mar 06, 2022'",'704','196','063'
"'Mar 07, 2022'",'689','568','211'
"'Mar 08, 2022'",'488','130','435'
"'Mar 09, 2022'",'584','392','232'
"'Mar 10, 2022'",'545','646','597'
"'Mar 11, 2022'",'487','656','840'
"'Mar 12, 2022'",'763','426','549'
"'Mar 13, 2022'",'722','905','351'
"'Mar 14, 2022'",'092','780','247'
"'Mar 15, 2022'",'618','165','608'
"'Mar 16, 2022'",'791','690','412'
"'Mar 17, 2022'",'295','574','844'
"'Mar 18, 2022'",'236','490','656'
"'Mar 19, 2022'",'036','749','380'
"'Mar 20, 2022'",'803','695','565'
"'Mar 21, 2022'",'189','543','951'
"'Mar 22, 2022'",'160','128','460'
"'Mar 23, 2022'",'350','542','605'
"'Mar 24, 2022'",'654','572','059'
"'Mar 25, 2022'",'416','643','109'
"'Mar 26, 2022'",'372','947','920'
"'Mar 27, 2022'",'723','418','787'
"'Mar 28, 2022'",'513','329','299'
"'Mar 29, 2022'",'485','262','097'
"'Mar 30, 2022'",'327','542','117'
"'Mar 31, 2022'",'964','629','190'
"'Apr 01, 2022'",'408','328','246'
"'Apr 02, 2022'",'563','035','406'
"'Apr 03, 2022'",'247','634','446'
"'Apr 04, 2022'",'091','930','789'
"'Apr 05, 2022'",'500','851','051'
"'Apr 06, 2022'",'926','243','508'
"'Apr 07, 2022'",'203','367','575'
"'Apr 08, 2022'",'457','656','340'
"'Apr 09, 2022'",'800','528','979'
"'Apr 10, 2022'",'561','606','268'
"'Apr 11, 2022'",'043','954','778'
"'Apr 12, 2022'",'866','742','807'
"'Apr 13, 2022'",'139','478','517'
"'Apr 14, 2022'",'N/D','N/D','N/D'
"'Apr 15, 2022'",'N/D','N/D','N/D'
"'Apr 16, 2022'",'N/D','N/D','N/D'
"'Apr 17, 2022'",'N/D','N/D','N/D'
"'Apr 18, 2022'",'839','355','368'
"'Apr 19, 2022'",'065','818','712'
"'Apr 20, 2022'",'751','126','606'
"'Apr 21, 2022'",'281','846','871'
"'Apr 22, 2022'",'693','149','904'
"'Apr 23, 2022'",'835','466','512'
"'Apr 24, 2022'",'072','329','287'
"'Apr 25, 2022'",'530','419','261'
"'Apr 26, 2022'",'732','559','852'
"'Apr 27, 2022'",'370','649','039'
"'Apr 28, 2022'",'440','932','099'
"'Apr 29, 2022'",'136','190','173'
"'Apr 30, 2022'",'100','961','893'
"'May 01, 2022'",'170','197','277'
"'May 02, 2022'",'103','885','464'
"'May 03, 2022'",'327','412','648'
"'May 04, 2022'",'202','072','838'
"'May 05, 2022'",'062','048','709'
"'May 06, 2022'",'027','948','580'
"'May 07, 2022'",'285','406','257'
"'May 08, 2022'",'976','139','762'
