date,twoPM,fourPM,ninePM
"'Aug 26, 2012'",'643','382','967'
"'Aug 27, 2012'",'309','533','730'
"'Aug 28, 2012'",'179','472','239'
"'Aug 29, 2012'",'449','171','628'
"'Aug 30, 2012'",'688','230','508'
"'Aug 31, 2012'",'197','540','527'
"'Sep 01, 2012'",'542','775','509'
"'Sep 02, 2012'",'786','569','226'
"'Sep 03, 2012'",'879','341','680'
"'Sep 04, 2012'",'811','897','698'
"'Sep 05, 2012'",'877','433','261'
"'Sep 06, 2012'",'979','396','111'
"'Sep 07, 2012'",'548','382','532'
"'Sep 08, 2012'",'203','292','526'
"'Sep 09, 2012'",'770','749','438'
"'Sep 10, 2012'",'519','510','577'
"'Sep 11, 2012'",'024','641','268'
"'Sep 12, 2012'",'033','569','475'
"'Sep 13, 2012'",'607','646','242'
"'Sep 14, 2012'",'833','570','812'
"'Sep 15, 2012'",'858','680','438'
"'Sep 16, 2012'",'071','984','941'
"'Sep 17, 2012'",'231','113','949'
"'Sep 18, 2012'",'866','274','061'
"'Sep 19, 2012'",'122','432','209'
"'Sep 20, 2012'",'465','414','861'
"'Sep 21, 2012'",'337','257','126'
"'Sep 22, 2012'",'595','241','235'
"'Sep 23, 2012'",'185','972','208'
"'Sep 24, 2012'",'814','681','713'
"'Sep 25, 2012'",'955','091','552'
"'Sep 26, 2012'",'935','324','499'
"'Sep 27, 2012'",'519','109','075'
"'Sep 28, 2012'",'665','575','958'
"'Sep 29, 2012'",'175','636','666'
"'Sep 30, 2012'",'876','262','634'
"'Oct 01, 2012'",'756','659','197'
"'Oct 02, 2012'",'817','045','265'
"'Oct 03, 2012'",'119','204','054'
"'Oct 04, 2012'",'997','841','977'
"'Oct 05, 2012'",'740','847','185'
"'Oct 06, 2012'",'805','903','163'
"'Oct 07, 2012'",'847','536','697'
"'Oct 08, 2012'",'411','742','611'
"'Oct 09, 2012'",'414','952','383'
"'Oct 10, 2012'",'160','780','539'
"'Oct 11, 2012'",'422','962','888'
"'Oct 12, 2012'",'959','371','846'
"'Oct 13, 2012'",'140','492','653'
"'Oct 14, 2012'",'504','851','956'
"'Oct 15, 2012'",'397','022','391'
"'Oct 16, 2012'",'976','154','864'
"'Oct 17, 2012'",'541','154','144'
"'Oct 18, 2012'",'507','192','847'
"'Oct 19, 2012'",'756','272','044'
"'Oct 20, 2012'",'472','407','779'
"'Oct 21, 2012'",'125','609','185'
"'Oct 22, 2012'",'958','265','591'
"'Oct 23, 2012'",'722','807','353'
"'Oct 24, 2012'",'589','272','051'
"'Oct 25, 2012'",'438','421','637'
"'Oct 26, 2012'",'118','557','057'
"'Oct 27, 2012'",'670','199','209'
"'Oct 28, 2012'",'229','782','825'
"'Oct 29, 2012'",'855','899','710'
"'Oct 30, 2012'",'001','904','809'
"'Oct 31, 2012'",'503','538','220'
"'Nov 01, 2012'",'737','427','562'
"'Nov 02, 2012'",'019','089','630'
"'Nov 03, 2012'",'244','071','117'
"'Nov 04, 2012'",'824','383','389'
"'Nov 05, 2012'",'964','970','368'
"'Nov 06, 2012'",'794','307','466'
"'Nov 07, 2012'",'892','482','853'
"'Nov 08, 2012'",'264','967','549'
"'Nov 09, 2012'",'904','362','475'
"'Nov 10, 2012'",'388','287','186'
"'Nov 11, 2012'",'800','795','506'
"'Nov 12, 2012'",'797','921','681'
"'Nov 13, 2012'",'844','147','621'
"'Nov 14, 2012'",'833','475','557'
"'Nov 15, 2012'",'908','739','037'
"'Nov 16, 2012'",'479','311','731'
"'Nov 17, 2012'",'366','612','571'
"'Nov 18, 2012'",'430','210','328'
"'Nov 19, 2012'",'283','658','204'
"'Nov 20, 2012'",'578','671','720'
"'Nov 21, 2012'",'405','858','680'
"'Nov 22, 2012'",'241','162','379'
"'Nov 23, 2012'",'403','787','594'
"'Nov 24, 2012'",'462','415','456'
"'Nov 25, 2012'",'368','114','152'
"'Nov 26, 2012'",'121','956','984'
"'Nov 27, 2012'",'853','777','594'
"'Nov 28, 2012'",'310','105','538'
"'Nov 29, 2012'",'553','491','199'
"'Nov 30, 2012'",'804','779','104'
"'Dec 01, 2012'",'104','121','492'
"'Dec 02, 2012'",'171','004','509'
"'Dec 03, 2012'",'195','760','271'
"'Dec 04, 2012'",'882','052','845'
"'Dec 05, 2012'",'871','679','575'
"'Dec 06, 2012'",'541','392','252'
"'Dec 07, 2012'",'602','569','707'
"'Dec 08, 2012'",'634','952','904'
"'Dec 09, 2012'",'924','018','342'
"'Dec 10, 2012'",'022','983','486'
"'Dec 11, 2012'",'978','864','599'
"'Dec 12, 2012'",'414','329','584'
"'Dec 13, 2012'",'890','022','940'
"'Dec 14, 2012'",'411','207','377'
"'Dec 15, 2012'",'639','744','435'
"'Dec 16, 2012'",'363','268','272'
"'Dec 17, 2012'",'651','053','781'
"'Dec 18, 2012'",'078','967','961'
"'Dec 19, 2012'",'490','162','770'
"'Dec 20, 2012'",'179','965','218'
"'Dec 21, 2012'",'925','251','795'
"'Dec 22, 2012'",'741','330','510'
"'Dec 23, 2012'",'053','584','367'
"'Dec 24, 2012'",'804','470','629'
"'Dec 25, 2012'",'N/D','N/D','N/D'
"'Dec 26, 2012'",'268','958','238'
"'Dec 27, 2012'",'464','923','241'
"'Dec 28, 2012'",'845','386','625'
"'Dec 29, 2012'",'677','919','836'
"'Dec 30, 2012'",'096','312','330'
"'Dec 31, 2012'",'549','766','160'
"'Jan 02, 2013'",'473','328','926'
"'Jan 03, 2013'",'841','730','959'
"'Jan 04, 2013'",'564','047','886'
"'Jan 05, 2013'",'752','027','085'
"'Jan 06, 2013'",'620','737','529'
"'Jan 07, 2013'",'170','869','996'
"'Jan 08, 2013'",'807','818','386'
"'Jan 09, 2013'",'619','468','926'
"'Jan 10, 2013'",'402','453','134'
"'Jan 11, 2013'",'790','640','790'
"'Jan 12, 2013'",'052','632','820'
"'Jan 13, 2013'",'525','403','126'
"'Jan 14, 2013'",'150','139','601'
"'Jan 15, 2013'",'513','368','059'
"'Jan 16, 2013'",'253','887','907'
"'Jan 17, 2013'",'460','692','535'
"'Jan 18, 2013'",'001','811','835'
"'Jan 19, 2013'",'648','387','827'
"'Jan 20, 2013'",'204','113','945'
"'Jan 21, 2013'",'368','504','678'
"'Jan 22, 2013'",'133','054','042'
"'Jan 23, 2013'",'567','977','246'
"'Jan 24, 2013'",'737','413','184'
"'Jan 25, 2013'",'827','794','301'
"'Jan 26, 2013'",'339','263','323'
"'Jan 27, 2013'",'232','811','871'
"'Jan 28, 2013'",'753','506','760'
"'Jan 29, 2013'",'628','250','819'
"'Jan 30, 2013'",'548','976','516'
"'Jan 31, 2013'",'411','430','541'
"'Feb 01, 2013'",'594','559','170'
"'Feb 02, 2013'",'888','740','776'
"'Feb 03, 2013'",'918','097','987'
"'Feb 04, 2013'",'681','720','138'
"'Feb 05, 2013'",'006','659','417'
"'Feb 06, 2013'",'183','033','363'
"'Feb 07, 2013'",'880','765','410'
"'Feb 08, 2013'",'573','527','396'
"'Feb 09, 2013'",'048','127','626'
"'Feb 10, 2013'",'237','864','678'
"'Feb 11, 2013'",'402','831','967'
"'Feb 12, 2013'",'389','611','661'
"'Feb 13, 2013'",'032','892','551'
"'Feb 14, 2013'",'066','139','415'
"'Feb 15, 2013'",'246','422','934'
"'Feb 16, 2013'",'323','288','204'
"'Feb 17, 2013'",'124','624','306'
"'Feb 18, 2013'",'478','869','237'
"'Feb 19, 2013'",'254','231','589'
"'Feb 20, 2013'",'713','993','339'
"'Feb 21, 2013'",'254','520','886'
"'Feb 22, 2013'",'905','453','462'
"'Feb 23, 2013'",'011','408','754'
"'Feb 24, 2013'",'495','470','534'
"'Feb 25, 2013'",'896','696','001'
"'Feb 26, 2013'",'565','468','101'
"'Feb 27, 2013'",'760','947','337'
"'Feb 28, 2013'",'640','201','152'
"'Mar 01, 2013'",'732','353','833'
"'Mar 02, 2013'",'162','800','606'
"'Mar 03, 2013'",'266','627','380'
"'Mar 04, 2013'",'992','458','023'
"'Mar 05, 2013'",'491','028','317'
"'Mar 06, 2013'",'287','198','872'
"'Mar 07, 2013'",'835','460','648'
"'Mar 08, 2013'",'602','015','162'
"'Mar 09, 2013'",'421','421','444'
"'Mar 10, 2013'",'623','638','731'
"'Mar 11, 2013'",'965','740','825'
"'Mar 12, 2013'",'824','408','947'
"'Mar 13, 2013'",'156','752','169'
"'Mar 14, 2013'",'666','952','294'
"'Mar 15, 2013'",'397','170','739'
"'Mar 16, 2013'",'336','163','505'
"'Mar 17, 2013'",'023','114','810'
"'Mar 18, 2013'",'876','385','440'
"'Mar 19, 2013'",'943','036','976'
"'Mar 20, 2013'",'783','816','616'
"'Mar 21, 2013'",'546','660','611'
"'Mar 22, 2013'",'682','939','783'
"'Mar 23, 2013'",'680','682','937'
"'Mar 24, 2013'",'017','318','849'
"'Mar 25, 2013'",'526','102','725'
"'Mar 26, 2013'",'497','700','220'
"'Mar 27, 2013'",'396','749','653'
"'Apr 01, 2013'",'923','825','787'
"'Apr 02, 2013'",'657','163','043'
"'Apr 03, 2013'",'331','663','374'
"'Apr 04, 2013'",'421','583','970'
"'Apr 05, 2013'",'184','073','499'
"'Apr 06, 2013'",'902','410','425'
"'Apr 07, 2013'",'425','446','156'
"'Apr 08, 2013'",'887','351','439'
"'Apr 09, 2013'",'280','536','184'
"'Apr 10, 2013'",'224','176','426'
"'Apr 11, 2013'",'088','631','012'
"'Apr 12, 2013'",'083','721','223'
"'Apr 13, 2013'",'287','379','356'
"'Apr 14, 2013'",'597','661','264'
"'Apr 15, 2013'",'998','507','971'
"'Apr 16, 2013'",'371','748','987'
"'Apr 17, 2013'",'839','709','518'
"'Apr 18, 2013'",'352','809','364'
"'Apr 19, 2013'",'637','088','279'
"'Apr 20, 2013'",'278','286','895'
"'Apr 21, 2013'",'241','022','287'
"'Apr 22, 2013'",'839','419','211'
"'Apr 23, 2013'",'474','025','814'
"'Apr 24, 2013'",'167','845','651'
"'Apr 25, 2013'",'751','315','595'
"'Apr 26, 2013'",'124','228','359'
"'Apr 27, 2013'",'639','416','013'
"'Apr 28, 2013'",'133','714','773'
"'Apr 29, 2013'",'788','153','426'
"'Apr 30, 2013'",'833','350','749'
"'May 01, 2013'",'868','346','277'
"'May 02, 2013'",'995','542','782'
"'May 03, 2013'",'216','045','582'
"'May 04, 2013'",'670','260','534'
"'May 05, 2013'",'217','426','535'
"'May 06, 2013'",'975','955','933'
"'May 07, 2013'",'462','817','064'
"'May 08, 2013'",'933','976','156'
"'May 09, 2013'",'077','148','433'
"'May 10, 2013'",'980','058','964'
"'May 11, 2013'",'440','812','176'
"'May 12, 2013'",'665','272','552'
"'May 13, 2013'",'886','601','760'
"'May 14, 2013'",'997','414','988'
"'May 15, 2013'",'056','223','803'
"'May 16, 2013'",'211','838','386'
"'May 17, 2013'",'004','940','773'
"'May 18, 2013'",'522','960','554'
"'May 19, 2013'",'878','268','228'
"'May 20, 2013'",'213','046','860'
"'May 21, 2013'",'033','926','910'
"'May 22, 2013'",'896','957','346'
"'May 23, 2013'",'832','591','786'
"'May 24, 2013'",'884','455','050'
"'May 25, 2013'",'333','777','987'
"'May 26, 2013'",'613','679','688'
"'May 27, 2013'",'191','186','546'
"'May 28, 2013'",'833','708','302'
"'May 29, 2013'",'830','143','037'
"'May 30, 2013'",'090','142','158'
"'May 31, 2013'",'025','825','998'
"'Jun 01, 2013'",'230','668','817'
"'Jun 02, 2013'",'568','991','739'
"'Jun 03, 2013'",'526','032','871'
"'Jun 04, 2013'",'675','612','741'
"'Jun 05, 2013'",'591','414','794'
"'Jun 06, 2013'",'269','877','715'
"'Jun 07, 2013'",'389','225','193'
"'Jun 08, 2013'",'249','660','754'
"'Jun 09, 2013'",'436','272','714'
"'Jun 10, 2013'",'771','148','361'
"'Jun 11, 2013'",'654','660','825'
"'Jun 12, 2013'",'957','819','755'
"'Jun 13, 2013'",'303','357','839'
"'Jun 14, 2013'",'689','762','913'
"'Jun 15, 2013'",'354','546','985'
"'Jun 16, 2013'",'824','948','132'
"'Jun 17, 2013'",'713','549','959'
"'Jun 18, 2013'",'719','296','975'
"'Jun 19, 2013'",'257','198','651'
"'Jun 20, 2013'",'195','221','704'
"'Jun 21, 2013'",'596','651','754'
"'Jun 22, 2013'",'637','367','163'
"'Jun 23, 2013'",'173','217','784'
"'Jun 24, 2013'",'470','531','573'
"'Jun 25, 2013'",'557','723','461'
"'Jun 26, 2013'",'790','013','805'
"'Jun 27, 2013'",'839','443','036'
"'Jun 28, 2013'",'850','157','858'
"'Jun 29, 2013'",'696','972','041'
"'Jun 30, 2013'",'307','170','129'
"'Jul 01, 2013'",'466','001','419'
"'Jul 02, 2013'",'372','560','548'
"'Jul 03, 2013'",'362','341','199'
"'Jul 04, 2013'",'155','230','357'
"'Jul 05, 2013'",'813','423','697'
"'Jul 06, 2013'",'119','238','652'
"'Jul 07, 2013'",'214','661','405'
"'Jul 08, 2013'",'943','898','532'
"'Jul 09, 2013'",'097','637','344'
"'Jul 10, 2013'",'681','777','287'
"'Jul 11, 2013'",'129','615','047'
"'Jul 12, 2013'",'616','058','076'
"'Jul 13, 2013'",'302','063','376'
"'Jul 14, 2013'",'435','691','778'
"'Jul 15, 2013'",'278','094','992'
"'Jul 16, 2013'",'955','044','020'
"'Jul 17, 2013'",'847','479','762'
"'Jul 18, 2013'",'121','063','332'
"'Jul 19, 2013'",'271','158','644'
"'Jul 20, 2013'",'014','738','829'
"'Jul 21, 2013'",'684','876','159'
"'Jul 22, 2013'",'886','688','011'
"'Jul 23, 2013'",'259','115','740'
"'Jul 24, 2013'",'525','838','132'
"'Jul 25, 2013'",'856','778','201'
"'Jul 26, 2013'",'169','409','915'
"'Jul 27, 2013'",'481','415','299'
"'Jul 28, 2013'",'619','989','361'
"'Jul 29, 2013'",'915','285','187'
"'Jul 30, 2013'",'227','784','884'
"'Jul 31, 2013'",'950','603','585'
"'Aug 01, 2013'",'688','035','221'
"'Aug 02, 2013'",'301','272','108'
"'Aug 03, 2013'",'253','245','666'
"'Aug 04, 2013'",'975','724','704'
"'Aug 05, 2013'",'766','834','019'
"'Aug 06, 2013'",'628','364','935'
"'Aug 07, 2013'",'154','426','367'
"'Aug 08, 2013'",'411','877','793'
"'Aug 09, 2013'",'211','941','594'
"'Aug 10, 2013'",'827','296','818'
"'Aug 11, 2013'",'270','385','779'
"'Aug 12, 2013'",'989','436','280'
"'Aug 13, 2013'",'628','213','320'
"'Aug 14, 2013'",'382','397','671'
"'Aug 15, 2013'",'500','300','804'
"'Aug 16, 2013'",'048','834','431'
"'Aug 17, 2013'",'572','384','345'
"'Aug 18, 2013'",'900','793','719'
"'Aug 19, 2013'",'040','143','773'
"'Aug 20, 2013'",'582','422','341'
"'Aug 21, 2013'",'747','617','350'
"'Aug 22, 2013'",'618','787','388'
"'Aug 23, 2013'",'735','751','833'
"'Aug 24, 2013'",'465','689','481'
"'Aug 25, 2013'",'244','310','009'
"'Aug 26, 2013'",'347','906','138'
"'Aug 27, 2013'",'028','026','369'
"'Aug 28, 2013'",'976','569','669'
"'Aug 29, 2013'",'503','384','941'
"'Aug 30, 2013'",'604','615','514'
"'Aug 31, 2013'",'338','045','769'
"'Sep 01, 2013'",'685','152','107'
"'Sep 02, 2013'",'598','262','219'
"'Sep 03, 2013'",'155','480','620'
"'Sep 04, 2013'",'208','867','402'
"'Sep 05, 2013'",'440','080','257'
"'Sep 06, 2013'",'797','516','088'
"'Sep 07, 2013'",'454','108','541'
"'Sep 08, 2013'",'561','525','765'
"'Sep 09, 2013'",'034','611','283'
"'Sep 10, 2013'",'376','723','302'
"'Sep 11, 2013'",'177','510','069'
"'Sep 12, 2013'",'623','204','458'
"'Sep 13, 2013'",'940','693','358'
"'Sep 14, 2013'",'973','945','486'
"'Sep 15, 2013'",'707','330','035'
"'Sep 16, 2013'",'878','066','147'
"'Sep 17, 2013'",'302','518','568'
"'Sep 18, 2013'",'463','657','208'
"'Sep 19, 2013'",'137','109','394'
"'Sep 20, 2013'",'669','569','722'
"'Sep 21, 2013'",'044','282','976'
"'Sep 22, 2013'",'694','178','302'
"'Sep 23, 2013'",'292','898','131'
"'Sep 24, 2013'",'913','059','471'
"'Sep 25, 2013'",'468','318','837'
"'Sep 26, 2013'",'544','246','786'
"'Sep 27, 2013'",'657','944','901'
"'Sep 28, 2013'",'129','032','315'
"'Sep 29, 2013'",'090','212','119'
"'Sep 30, 2013'",'972','608','807'
"'Oct 01, 2013'",'047','826','307'
"'Oct 02, 2013'",'955','035','301'
"'Oct 03, 2013'",'790','474','124'
"'Oct 04, 2013'",'021','271','688'
"'Oct 05, 2013'",'317','303','566'
"'Oct 06, 2013'",'331','908','561'
"'Oct 07, 2013'",'963','078','726'
"'Oct 08, 2013'",'002','757','933'
"'Oct 09, 2013'",'916','700','554'
"'Oct 10, 2013'",'636','187','258'
"'Oct 11, 2013'",'378','944','498'
"'Oct 12, 2013'",'291','519','478'
"'Oct 13, 2013'",'414','150','474'
"'Oct 14, 2013'",'131','361','150'
"'Oct 15, 2013'",'146','716','750'
"'Oct 16, 2013'",'982','063','093'
"'Oct 17, 2013'",'471','318','923'
"'Oct 18, 2013'",'513','918','359'
"'Oct 19, 2013'",'655','057','652'
"'Oct 20, 2013'",'299','402','975'
"'Oct 21, 2013'",'229','573','630'
"'Oct 22, 2013'",'016','381','167'
"'Oct 23, 2013'",'549','072','917'
"'Oct 24, 2013'",'771','726','159'
"'Oct 25, 2013'",'643','877','031'
"'Oct 26, 2013'",'115','170','553'
"'Oct 27, 2013'",'536','492','674'
"'Oct 28, 2013'",'243','928','466'
"'Oct 29, 2013'",'763','920','982'
"'Oct 30, 2013'",'188','564','244'
"'Oct 31, 2013'",'474','373','376'
"'Nov 01, 2013'",'272','186','268'
"'Nov 02, 2013'",'040','679','767'
"'Nov 03, 2013'",'999','750','910'
"'Nov 04, 2013'",'594','420','472'
"'Nov 05, 2013'",'439','606','278'
"'Nov 06, 2013'",'164','057','320'
"'Nov 07, 2013'",'810','449','414'
"'Nov 08, 2013'",'676','544','591'
"'Nov 09, 2013'",'175','730','654'
"'Nov 10, 2013'",'420','047','691'
"'Nov 11, 2013'",'480','971','465'
"'Nov 12, 2013'",'789','916','675'
"'Nov 13, 2013'",'300','989','957'
"'Nov 14, 2013'",'106','969','373'
"'Nov 15, 2013'",'223','331','026'
"'Nov 16, 2013'",'488','756','324'
"'Nov 17, 2013'",'461','095','121'
"'Nov 18, 2013'",'703','468','746'
"'Nov 19, 2013'",'598','397','667'
"'Nov 20, 2013'",'098','071','802'
"'Nov 21, 2013'",'794','372','163'
"'Nov 22, 2013'",'960','588','877'
"'Nov 23, 2013'",'169','026','570'
"'Nov 24, 2013'",'057','619','068'
"'Nov 25, 2013'",'080','702','552'
"'Nov 26, 2013'",'820','387','551'
"'Nov 27, 2013'",'252','237','744'
"'Nov 28, 2013'",'443','275','682'
"'Nov 29, 2013'",'571','069','151'
"'Nov 30, 2013'",'661','491','000'
"'Dec 01, 2013'",'706','898','235'
"'Dec 02, 2013'",'201','260','367'
"'Dec 03, 2013'",'696','798','481'
"'Dec 04, 2013'",'853','127','392'
"'Dec 05, 2013'",'722','805','264'
"'Dec 06, 2013'",'324','915','139'
"'Dec 07, 2013'",'170','335','313'
"'Dec 08, 2013'",'480','497','580'
"'Dec 09, 2013'",'711','860','972'
"'Dec 10, 2013'",'631','986','944'
"'Dec 11, 2013'",'478','447','825'
"'Dec 12, 2013'",'871','664','518'
"'Dec 13, 2013'",'171','679','995'
"'Dec 14, 2013'",'159','214','923'
"'Dec 15, 2013'",'511','338','008'
"'Dec 16, 2013'",'884','933','469'
"'Dec 17, 2013'",'637','001','838'
"'Dec 18, 2013'",'459','133','733'
"'Dec 19, 2013'",'235','175','160'
"'Dec 20, 2013'",'495','748','563'
"'Dec 21, 2013'",'713','519','859'
"'Dec 22, 2013'",'947','130','359'
"'Dec 23, 2013'",'384','849','111'
"'Dec 24, 2013'",'639','062','369'
"'Dec 26, 2013'",'191','124','908'
"'Dec 27, 2013'",'583','646','183'
"'Dec 28, 2013'",'825','956','862'
"'Dec 29, 2013'",'734','213','397'
"'Dec 30, 2013'",'042','372','446'
"'Dec 31, 2013'",'910','971','859'
"'Jan 02, 2014'",'584','823','986'
"'Jan 03, 2014'",'657','798','636'
"'Jan 04, 2014'",'305','845','939'
"'Jan 05, 2014'",'886','936','426'
"'Jan 06, 2014'",'307','684','543'
"'Jan 07, 2014'",'194','001','480'
"'Jan 08, 2014'",'215','743','445'
"'Jan 09, 2014'",'132','618','394'
"'Jan 10, 2014'",'626','507','074'
"'Jan 11, 2014'",'318','711','051'
"'Jan 12, 2014'",'601','879','860'
"'Jan 13, 2014'",'155','106','980'
"'Jan 14, 2014'",'046','847','217'
"'Jan 15, 2014'",'379','038','867'
"'Jan 16, 2014'",'096','160','874'
"'Jan 17, 2014'",'257','079','936'
"'Jan 18, 2014'",'609','272','676'
"'Jan 19, 2014'",'654','255','099'
"'Jan 20, 2014'",'528','199','580'
"'Jan 21, 2014'",'283','124','463'
"'Jan 22, 2014'",'047','853','856'
"'Jan 23, 2014'",'750','989','173'
"'Jan 24, 2014'",'889','654','296'
"'Jan 25, 2014'",'721','969','717'
"'Jan 26, 2014'",'197','582','418'
"'Jan 27, 2014'",'138','204','187'
"'Jan 28, 2014'",'657','757','761'
"'Jan 29, 2014'",'745','845','708'
"'Jan 30, 2014'",'875','035','977'
"'Jan 31, 2014'",'737','879','160'
"'Feb 01, 2014'",'221','204','449'
"'Feb 02, 2014'",'282','137','211'
"'Feb 03, 2014'",'731','802','871'
"'Feb 04, 2014'",'276','709','389'
"'Feb 05, 2014'",'775','699','273'
"'Feb 06, 2014'",'824','440','676'
"'Feb 07, 2014'",'389','021','343'
"'Feb 08, 2014'",'706','200','366'
"'Feb 09, 2014'",'264','407','925'
"'Feb 10, 2014'",'949','434','182'
"'Feb 11, 2014'",'709','426','043'
"'Feb 12, 2014'",'862','103','697'
"'Feb 13, 2014'",'386','126','427'
"'Feb 14, 2014'",'031','224','986'
"'Feb 15, 2014'",'638','108','776'
"'Feb 16, 2014'",'249','314','448'
"'Feb 17, 2014'",'615','519','389'
"'Feb 18, 2014'",'826','852','113'
"'Feb 19, 2014'",'425','520','996'
"'Feb 20, 2014'",'157','786','414'
"'Feb 21, 2014'",'944','176','538'
"'Feb 22, 2014'",'711','982','837'
"'Feb 23, 2014'",'690','657','864'
"'Feb 24, 2014'",'098','061','041'
"'Feb 25, 2014'",'969','925','247'
"'Feb 26, 2014'",'941','492','050'
"'Feb 27, 2014'",'744','475','806'
"'Feb 28, 2014'",'525','737','563'
"'Mar 01, 2014'",'332','658','076'
"'Mar 02, 2014'",'948','317','658'
"'Mar 03, 2014'",'248','458','060'
"'Mar 04, 2014'",'603','672','529'
"'Mar 05, 2014'",'584','487','255'
"'Mar 06, 2014'",'063','749','993'
"'Mar 07, 2014'",'354','048','616'
"'Mar 08, 2014'",'282','885','057'
"'Mar 09, 2014'",'968','481','191'
"'Mar 10, 2014'",'905','756','437'
"'Mar 11, 2014'",'025','245','822'
"'Mar 12, 2014'",'009','915','684'
"'Mar 13, 2014'",'699','587','032'
"'Mar 14, 2014'",'064','975','292'
"'Mar 15, 2014'",'399','047','051'
"'Mar 16, 2014'",'251','229','389'
"'Mar 17, 2014'",'943','542','405'
"'Mar 18, 2014'",'510','185','861'
"'Mar 19, 2014'",'415','097','952'
"'Mar 20, 2014'",'447','078','433'
"'Mar 21, 2014'",'325','184','608'
"'Mar 22, 2014'",'552','873','744'
"'Mar 23, 2014'",'463','912','835'
"'Mar 24, 2014'",'757','345','357'
"'Mar 25, 2014'",'288','066','860'
"'Mar 26, 2014'",'235','662','066'
"'Mar 27, 2014'",'514','705','245'
"'Mar 28, 2014'",'816','658','012'
"'Mar 29, 2014'",'875','178','429'
"'Mar 30, 2014'",'049','845','324'
"'Mar 31, 2014'",'547','847','953'
"'Apr 01, 2014'",'099','523','678'
"'Apr 02, 2014'",'724','103','497'
"'Apr 03, 2014'",'193','560','562'
"'Apr 04, 2014'",'785','886','283'
"'Apr 05, 2014'",'334','545','932'
"'Apr 06, 2014'",'226','106','800'
"'Apr 07, 2014'",'443','481','314'
"'Apr 08, 2014'",'987','650','312'
"'Apr 09, 2014'",'767','974','193'
"'Apr 10, 2014'",'226','082','564'
"'Apr 11, 2014'",'810','964','847'
"'Apr 12, 2014'",'898','452','607'
"'Apr 13, 2014'",'346','866','256'
"'Apr 14, 2014'",'147','039','418'
"'Apr 15, 2014'",'755','306','714'
"'Apr 16, 2014'",'407','011','297'
"'Apr 21, 2014'",'452','684','429'
"'Apr 22, 2014'",'558','378','818'
"'Apr 23, 2014'",'419','798','676'
"'Apr 24, 2014'",'189','346','616'
"'Apr 25, 2014'",'591','678','203'
"'Apr 26, 2014'",'034','248','023'
"'Apr 27, 2014'",'142','131','192'
"'Apr 28, 2014'",'281','428','720'
"'Apr 29, 2014'",'326','220','744'
"'Apr 30, 2014'",'113','209','812'
"'May 01, 2014'",'568','328','200'
"'May 02, 2014'",'704','763','847'
"'May 03, 2014'",'368','130','271'
"'May 04, 2014'",'837','618','598'
"'May 05, 2014'",'611','267','325'
"'May 06, 2014'",'665','091','303'
"'May 07, 2014'",'807','420','607'
"'May 08, 2014'",'023','411','021'
"'May 09, 2014'",'006','597','471'
"'May 10, 2014'",'218','528','286'
"'May 11, 2014'",'595','889','959'
"'May 12, 2014'",'586','055','865'
"'May 13, 2014'",'322','464','780'
"'May 14, 2014'",'943','104','780'
"'May 15, 2014'",'863','206','356'
"'May 16, 2014'",'998','856','291'
"'May 17, 2014'",'106','322','477'
"'May 18, 2014'",'358','932','699'
"'May 19, 2014'",'850','794','130'
"'May 20, 2014'",'153','459','918'
"'May 21, 2014'",'062','603','925'
"'May 22, 2014'",'134','538','608'
"'May 23, 2014'",'451','157','607'
"'May 24, 2014'",'923','489','989'
"'May 25, 2014'",'715','182','320'
"'May 26, 2014'",'460','230','557'
"'May 27, 2014'",'441','052','209'
"'May 28, 2014'",'944','791','418'
"'May 29, 2014'",'062','969','989'
"'May 30, 2014'",'453','791','269'
"'May 31, 2014'",'615','605','284'
"'Jun 01, 2014'",'586','104','103'
"'Jun 02, 2014'",'486','014','153'
"'Jun 03, 2014'",'077','818','107'
"'Jun 04, 2014'",'774','169','081'
"'Jun 05, 2014'",'720','513','389'
"'Jun 06, 2014'",'613','363','624'
"'Jun 07, 2014'",'277','860','994'
"'Jun 08, 2014'",'330','481','380'
"'Jun 09, 2014'",'826','752','030'
"'Jun 10, 2014'",'649','433','638'
"'Jun 11, 2014'",'261','213','471'
"'Jun 12, 2014'",'858','778','644'
"'Jun 13, 2014'",'081','835','119'
"'Jun 14, 2014'",'947','055','893'
"'Jun 15, 2014'",'769','218','161'
"'Jun 16, 2014'",'921','651','982'
"'Jun 17, 2014'",'432','858','138'
"'Jun 18, 2014'",'723','808','205'
"'Jun 19, 2014'",'207','884','973'
"'Jun 20, 2014'",'325','143','398'
"'Jun 21, 2014'",'672','698','232'
"'Jun 22, 2014'",'256','924','039'
"'Jun 23, 2014'",'270','971','623'
"'Jun 24, 2014'",'264','615','480'
"'Jun 25, 2014'",'108','666','768'
"'Jun 26, 2014'",'245','703','368'
"'Jun 27, 2014'",'677','482','386'
"'Jun 28, 2014'",'225','221','312'
"'Jun 29, 2014'",'352','433','743'
"'Jun 30, 2014'",'623','606','943'
"'Jul 01, 2014'",'444','675','187'
"'Jul 02, 2014'",'830','662','654'
"'Jul 03, 2014'",'588','558','249'
"'Jul 04, 2014'",'966','115','776'
"'Jul 05, 2014'",'496','183','508'
"'Jul 06, 2014'",'309','791','475'
"'Jul 07, 2014'",'511','396','099'
"'Jul 08, 2014'",'708','590','498'
